Street Name,From Street Name,To Street Name,Surface Distress Index,Roughness Index,Condition Rating
ABNER PL,ABNER PL,ARNO CT,35.4,66.08669285,Marginal
ABNER PL,ABNER PL,ARNO CT,78.52,80.62066094,Very Good
ABNER PL,ARNO DR,ABNER TER,98.2,89.3358,Excellent
ABNER PL,ABNER PL,ABNER PL,62.61,40.43398817,Fair
ABNER PL,ABNER PL,ABNER PL,35.4,66.08669285,Marginal
ABNER PL,MARY GEORGE AVE,BONNY AVE,98.1,89.25995,Excellent
ABNER PL,ABNER TER,MARY GEORGE AVE,20.8,50.84987539,Poor
ABNER PL,ARNO CT,ARNO DR,84.2,71.93963542,Very Good
ABNER PL,ABNER TER,MARY GEORGE AVE,81.8,67.03087342,Very Good
ABNER PL NW,ABNER PL NW,ABNER LN,20.8,50.84987539,Poor
ABNER PL NW,ABNER LN,MARY GEORGE AVE NW,81.8,67.03087342,Very Good
ABNER TER,ABNER PL,AJAX DR,36.375,41.46364799,Poor
ABNER TER,AJAX DR,MARY GEORGE AVE,85.4,66.751,Very Good
ABNER TER,MARY GEORGE AVE,ABNER PL,20.8,50.84987539,Poor
ABNER TER NW,DEAD END,ABNER PL NW,36.375,41.46364799,Poor
ACORN AVE,KENLOCK PL,EAST WESLEY RD,74.3,53.34775,Good
ACORN AVE,LAKEVIEW AVE,PEACHTREE WAY,85.4,66.751,Very Good
ACORN AVE,LINDBERGH DR,LAKEVIEW AVE,75.595,73.58909362,Good
ACORN AVE,EAST WESLEY RD,BOLLING RD,66.495,52.11801227,Fair
ACORN AVE,PEACHTREE WAY,KENLOCK PL,69.9,46.32975,Fair
ADA AVE,SISK ST,LOTUS AVE,72.545,51.36164065,Good
ADAIR AVE,TODD RD,RUPLEY DR,84.8,66.184,Very Good
ADAIR AVE,PARSONS ST,HOPKINS ST,62.925,59.26736439,Fair
ADAIR AVE,OLIVE ST,BONN ST,40.44,54.24605981,Poor
ADAIR AVE,BARNETT ST,ADAIR AVE,90.4,74.73202852,Excellent
ADAIR AVE,ADAIR AVE,OLIVE ST,40.44,54.24605981,Poor
ADAIR AVE,ADAIR AVE,PARSONS ST,15.765,73.85930844,Poor
ADAIR AVE,ADAIR AVE,TODD RD,96.4,87.3432,Excellent
ADAIR AVE,TODD RD,ADAIR AVE,96.4,87.3432,Excellent
ADAIR AVE,VIRGINIA CIR,DE LEON ST,75.0,66.28536314,Good
ADAIR AVE,RUPLEY DR,NORTH HIGHLAND AVE,67.745,73.85827364,Good
ADAIR AVE,DE LEON ST,BARNETT ST,90.4,74.73202852,Excellent
ADAIR AVE,LAKEWOOD AVE,JONESBORO RD,64.49,77.20929221,Good
ADAIR AVE,HOPKINS ST,LAKEWOOD AVE,57.4,53.18997542,Fair
ADAIR ST,CERRO ST,ROCKMART DR,38.93,62.72664858,Marginal
ADAMS DR,RIVER WAY,LA DAWN LN,89.5,70.48570612,Very Good
ADAMS DR,ADAMS RUN,RIVER WAY,88.7,69.54775,Very Good
ADAMS DR,WOOD TRL,ADAMS RUN,92.7,79.07555,Excellent
ADAMS DR,RANDO LN,ADAMS DR,72.9,70.57069199,Good
ADAMS DR,CHILDRESS DR,CASCADE RD,35.025,85.66376192,Marginal
ADAMS DR,MARIETTA RD,WOOD TRL,54.825,64.45616654,Fair
ADAMS DR,LA DAWN LN,RANDO LN,58.03,36.07049098,Marginal
ADAMS OVERLOOK,WOOD TRL,ADAMS OVERLOOK,72.1,49.95975,Fair
ADAMS OVERLOOK,ADAMS RUN,ADAMS OVERLOOK,88.7,69.54775,Very Good
ADAMS OVERLOOK NW,ADAMS OVERLOOK NW,ADAMS RUN NW,74.23,66.98817486,Good
ADAMS OVERLOOK NW,ADAMS OVERLOOK NW,ADAMS OVERLOOK NW,74.23,66.98817486,Good
ADAMS OVERLOOK NW,ADAMS OVERLOOK NW,ADAMS OVERLOOK NW,74.23,66.98817486,Good
ADAMS RUN,ADAMS DR,ADAMS OVERLOOK,74.23,66.98817486,Good
ADAMS ST,SOUTH END,SAINT JOHNS AVE,86.0,67.3,Very Good
ADAMSON ST,BUENA VISTA AVE,TUDOR ST,23.5,70.31635095,Poor
ADAMSON ST,FORTRESS AVE,BUENA VISTA AVE,52.1,66.62310181,Fair
ADAMSVILLE DR,WOODSTOCK DR,MARTIN LUTHER KING JR DR,81.895,64.75654093,Very Good
ADAMSVILLE DR,LELAND PL,DARTMOUTH DR,22.5,24.68564663,Very Poor
ADAMSVILLE DR,PRINCETON PL,LELAND PL,24.6,59.27184506,Poor
ADAMSVILLE DR,DARTMOUTH DR,WOODSTOCK DR,61.31,62.09762009,Fair
ADAMSVILLE DR,WHITWORTH DR,PRINCETON PL,24.6,59.27184506,Poor
ADDIE ST,BANKHEAD AVE,NORTH END,8.85,35.66500249,Very Poor
ADDINGTON ST,SOUTH END,LARCHWOOD ST,83.17,76.04484084,Very Good
ADDISON PL,AJAX DR,MCCALLIE BLVD,18.27,70.52817326,Poor
ADELE AVE,MATHEWSON PL,CHAPPELL RD,60.205,68.17031505,Fair
ADELINE AVE,OAKMONT DR,TIGER FLOWERS DR,98.0,89.18,Excellent
ADELINE AVE,SOUTH END,OAKMONT DR,86.7,67.91775,Very Good
ADELINE AVE,TIGER FLOWERS DR,NORTH END,98.0,89.18,Excellent
ADELLE ST,FREEMONT ST,BROWNS MILL RD,89.5,70.14375,Very Good
ADINA DR,LINDBERGH DR,COSMOPOLITAN DR,18.65,46.80325512,Very Poor
ADINA DR,COSMOPOLITAN DR,LINDBERGH PLAZA S/C,49.195,53.65967449,Marginal
ADINA DR NE,FOUNTAINHEAD LN,LINDBERGH DR NE,18.65,46.80325512,Very Poor
ADINA DR NE,DEAD END,GARSON DR NE,18.65,46.80325512,Very Poor
ADINA DR NE,GARSON DR,FOUNTAINHEAD LN,18.65,46.80325512,Very Poor
ADKINS RD,FAIRBURN CIR,FAIRBURN PL,86.5,67.74375,Very Good
ADKINS RD,BOLTON RD,FAIRBURN PL,30.82,50.77219854,Poor
ADKINS RD,AMBER PL,ALFRED RD,42.47,63.82215416,Marginal
ADKINS RD,WEST END,AMBER PL,87.5,75.20379553,Very Good
ADKINS RD,ALFRED RD,BOLTON RD,78.9,65.06053402,Good
ADKINS RD,ALFRED RD,CROSBY DR,83.7,65.09775,Very Good
ADKINS RD,ALFRED RD,CROSBY DR,14.885,63.7452129,Poor
ADKINS RD,FAIRBURN PL,FAIRBURN CIR,81.67,73.91335608,Very Good
ADOLPHUS ST,NELMS AVE,ARIZONA AVE,98.2,89.3358,Excellent
ADRWICK CT,SOUTH END,OAKSHIRE  WAY,35.58,36.20623227,Poor
AGAN PL NE,PEACHTREE DUNWOODY RD NE,DEAD END,50.235,18.87131017,Poor
AGNES JONES PL,WESTVIEW DR,FAIR ST,62.1,34.06523183,Marginal
AGNES JONES PL,WESTVIEW DR,WESTVIEW DR,88.7,69.54775,Very Good
AIKEN ST,HIPP ST,TAFT ST,55.3,62.32097758,Fair
AIKEN ST,TAFT ST,UPSHAW ST,88.4,69.316,Very Good
AIKEN ST,UPSHAW ST,THORNTON ST,35.305,63.47818308,Poor
AIRLINE ST,DEKALB AVE,EZZARD ST,46.17,49.39491068,Marginal
AIRLINE ST,OLD WHEAT ST,AUBURN AVE,60.97,51.95090797,Fair
AIRLINE ST NE,EDGEWOOD AVE NE,OLD WHEAT ST,74.3,72.82608116,Good
AIRLINE ST SE,EDGEWOOD AVE SE,EZZARD ST SE,80.18,61.21519,Good
AIRPORT LOOP RD,I-85,DELTA BLVD,76.12,89.73669915,Very Good
AIRPORT LOOP RD,DELTA BLVD,AIRPORT LOOP RD,81.09,88.71259506,Very Good
AIRPORT LOOP RD,AIRPORT LOOP RD,EAST END,83.7,73.78520297,Very Good
AIRPORT LOOP RD,I-85,DELTA BLVD,76.495,84.14776816,Very Good
AIRPORT LOOP RD,WEST END,I-85,76.12,89.73669915,Very Good
AJAX DR,ADDISON PL,ABNER TER,18.27,70.52817326,Poor
AJAX DR,ADDISON PL,MCCALLIE BLVD,12.815,45.55299607,Very Poor
AKRIDGE PL,WESTWOOD AVE,SOUTH GORDON ST,58.19,68.59078126,Fair
AKRIDGE ST,HOLLY RD,EDWARDS ST,91.6,82.16616588,Excellent
AKRIDGE ST,EDWARDS ST,CHAPPELL RD,80.88,62.03664,Good
AKRIDGE ST,EASON ST,EASON ST,73.74,52.50831,Good
AKRIDGE ST,SCOTT ST,EASON ST,69.4,74.13875936,Good
AKRIDGE ST,CHAPPELL RD,SCOTT ST,72.1,60.32852551,Good
AKRIDGE ST NW,DEAD END,EASON ST,64.69,40.7253455,Fair
AKRIDGE ST NW,BURBANK DR NW,DEAD END,64.69,40.7253455,Fair
AKRON DR,KIPLING ST,OCTAVIA ST,75.77,86.09161044,Very Good
AKRON DR,TURNER RD,PHILLIPS DR,62.48,68.34554109,Fair
AKRON DR,OCTAVIA ST,ISA DR,41.9,70.13380289,Marginal
AKRON DR,ISA DR,PHILLIPS DR,82.5,76.14817284,Very Good
ALABAMA ST,FORSYTH ST,BROAD ST,29.175,45.11169787,Poor
ALABAMA ST,BROAD ST,PEACHTREE ST,78.8,59.524,Good
ALABAMA ST SW,FORSYTH ST SW,DEAD END,76.945,57.10067437,Good
ALAN DR,SW END,CAMPBELLTON RD,57.59,47.24677669,Marginal
ALASKA AVE,HIGHLAND AVE,KENDALL ST,53.755,53.05425335,Marginal
ALASKA AVE,KENDALL ST,PROSPECT ST,75.5,55.09375,Good
ALBANY DR,POLLARD DR,DOWNS DR,66.055,43.07107946,Fair
ALBANY DR,DOWNS DR,CENTRA VILLA DR,63.0,70.52156387,Good
ALBANY DR,POLLARD DR,POLLARD DR,71.15,73.27603388,Good
ALBEMARLE AVE,CANDLER ST,NORTH END,74.8,54.084,Good
ALBEMARLE DR,ALBEMARLE DR,NORTH END,51.05,27.75746569,Poor
ALBEMARLE DR,SOUTH END,ALBEMARLE DR,80.1,61.11975,Good
ALBEMARLE DR,ALBEMARLE DR,RIDGE VALLEY RD,83.4,64.791,Very Good
ALBERT ST,OLDKNOW DR,WASHINGTON ST,65.5,62.09762009,Fair
ALBERTA DR,ALBERTA TER,MATHIESON DR,50.685,40.83059193,Marginal
ALBERTA DR,ROSWELL RD,ALBERTA TER,56.77,38.82917513,Marginal
ALBERTA TER,NW END,ALBERTA DR,56.77,38.82917513,Marginal
ALBION AVE,NORTH HIGHLAND AVE,NORTH HIGHLAND AVE,55.59,84.1420569,Good
ALCO ST,MELANTE DR,CHESHIRE BRIDGE RD,75.07,73.77632084,Good
ALDEN AVE,26TH ST,25TH ST,60.035,61.67398562,Fair
ALDEN AVE,DEERING RD,25TH ST,77.0,61.94950307,Good
ALDER CT,ANNISTON AVE,WYMAN ST,40.385,47.59168948,Poor
ALDER LN,SOUTH END,VENETIAN DR,57.28,56.07707407,Fair
ALEX WAY,BREWER DR,CODEL ST,63.97,50.8627941,Fair
ALEX WAY,TARRAGON WAY,WAITS DR,84.2,65.599,Very Good
ALEX WAY,WAITS DR,BREWER DR,72.27,50.2301775,Fair
ALEXA AVE,ASHBURTON AVE,HOOPER ST,57.535,64.50010448,Fair
ALEXA AVE,MORGAN PL,CANDLER RD,80.5,62.18679212,Good
ALEXA AVE,HOOPER ST,MORGAN PL,80.5,62.18679212,Good
ALEXA AVE SE,DEAD END,ASHBURTON AVE SE,72.295,83.11572567,Very Good
ALEXANDER DR,WEST END,ELLWOOD DR,31.225,28.22238411,Poor
ALEXANDER RD NE,PHIPPS BLVD NE,DEAD END,57.985,66.72581028,Fair
ALEXANDER ST NE,DEAD END,IVAN ALLEN JR BLVD NE,45.69,56.58802938,Marginal
ALEXANDRIA DR,FAIRBURN RD,KATHRYN DR,76.8,56.904,Good
ALEXANDRIA DR,KATHRYN DR,NORTH END,65.73,55.05472019,Fair
ALFRED RD,SIDE ST,ADKINS RD,94.4,83.5712,Excellent
ALFRED RD,ADKINS RD,AMBER RD,22.7,40.25699059,Very Poor
ALFRED RD,CROSBY DR,SIDE ST,37.38,45.11561351,Poor
ALFRED RD,CROSBY DR,ADKINS RD,76.4,56.356,Good
ALICE ST,PRYOR ST,ALICE ST,9.51,36.13536589,Very Poor
ALICE ST,FULTON ST,ALICE ST,32.9,59.27557939,Poor
ALICE ST,ALICE ST,CENTRAL AVE,47.21,52.5446172,Marginal
ALICE ST SW,RAWSON ST SW,CENTRAL AVE SW,55.71,93.44944356,Good
ALINE DR,WATERFORD RD,WEST PEEK RD,19.1,60.42969697,Poor
ALINE DR,WEST PEEK RD,WEST PEEK RD,39.77,61.29707279,Marginal
ALISON CT,MYRTLE DR,PLAZA LN,60.01,80.60806421,Good
ALISON CT,PLAZA LN,SE END,30.575,64.26620691,Poor
ALISON CT,DELOWE DR,MYRTLE DR,88.5,71.09458257,Very Good
ALLEGHENY ST,PINEHURST TER,DONNELLY AVE,50.93,81.81673767,Fair
ALLEGHENY ST,ROCHELLE DR,BERNICE ST,72.69,55.54793143,Good
ALLEGHENY ST,BERNICE ST,PINEHURST TER,55.385,55.02560206,Fair
ALLEGHENY ST,CASCADE PL,ROCHELLE DR,39.545,55.41339739,Poor
ALLEGHENY ST,CASCADE AVE,CASCADE PL,27.035,48.09749965,Poor
ALLEGRO DR,WEST PEEK RD,SYMPHONY LN,24.8,43.11419885,Poor
ALLEGRO DR,INDIGO LN,CRESCENDO DR,8.765,61.24532757,Very Poor
ALLEGRO DR,SYMPHONY LN,INDIGO LN,11.6,51.8621599,Very Poor
ALLEN CT,WEST END,JETT RD,37.36,36.25727129,Poor
ALLEN RD NE,MONROE DR NE,PIEDMONT WAY NE,45.62,50.05974593,Marginal
ALLEN RD NE,WHITE OAK HOLW NE,DEAD END,60.9,58.15007678,Fair
ALLEN RD NE,PIEDMONT WAY NE,WHITE OAK HOLW NE,68.77,65.74560098,Good
ALLEN TEMPLE CT NW,DELMAR LN NW,GATE,70.57,49.07345146,Fair
ALLENDALE DR,SALMON AVE,ALSTON DR,71.9,92.89969948,Very Good
ALLENE AVE,CATHERINE ST,BROOKLINE ST,76.05,70.04521295,Good
ALLENE AVE,WARNER ST,CATHERINE ST,53.385,60.51600385,Fair
ALLENE AVE,AVON AVE,WOODROW ST,64.745,67.88163978,Good
ALLENE AVE,ELBERT ST,PEARCE ST,71.22,51.13844991,Fair
ALLENE AVE,DECKNER AVE,GENESSEE AVE,70.4,75.2523954,Good
ALLENE AVE,ERIN AVE,BEECHWOOD AVE,67.875,72.86359245,Good
ALLENE AVE,GENESSEE AVE,DILL AVE,66.835,71.92980534,Good
ALLENE AVE,ERIN AVE,ERIN AVE,54.825,63.71522004,Fair
ALLENE AVE,BONNIE BRAE AVE,LILLIAN AVE,82.7,64.05775,Very Good
ALLENE AVE,BROOKLINE ST,ELBERT ST,71.22,51.13844991,Fair
ALLENE AVE,PEARCE ST,BONNIE BRAE AVE,68.84,78.65478084,Good
ALLENE AVE,HARTFORD PL,AVON AVE,14.285,40.17596652,Very Poor
ALLENE AVE,DILL AVE,ERIN AVE,54.825,63.71522004,Fair
ALLENE AVE,BEECHWOOD AVE,HARTFORD PL,51.22,64.88489313,Fair
ALLENE AVE,WOODROW ST,WARNER ST,53.385,60.51600385,Fair
ALLISON DR,OLD IVY RD,EAST END,54.525,46.58599532,Marginal
ALLOWAY PL,EAST CONFEDERATE AVE,AYR ST,44.62,100.0,Fair
ALLOWAY PL,AYR ST,FRANKLIN ST,58.185,45.8204707,Marginal
ALMA ST,CARROLL DR,ELLEN ST,52.245,45.18486225,Marginal
ALMA ST,ANNIE ST,EAST END,64.235,41.84318046,Fair
ALMA ST,MARIETTA RD,ANNIE ST,58.18,75.00208927,Fair
ALMA ST,CAMPBELLTON RD,VENETIAN DR,61.96,58.45825177,Fair
ALMA ST,ELLEN ST,MARIETTA RD,65.535,50.31393606,Fair
ALMETA AVE,RIDGEWOOD RD,EAST END,98.0,89.18,Excellent
ALMONT DR,WYLAND DR,EDGEFIELD DR,72.67,86.7158308,Very Good
ALMONT DR,GRAYMONT DR,WYLAND DR,68.56,73.0259846,Good
ALMONT DR,INDALE PL,OAKLAND DR,38.705,54.8364054,Poor
ALMONT DR,EDGEFIELD DR,INDALE PL,72.67,86.7158308,Very Good
ALPINE RD,ALPINE RD,NORTH HILLS DR,89.0,69.775,Very Good
ALPINE RD,EAST WESLEY RD,PIEDMONT RD,77.8,61.05725702,Good
ALPINE RD,BRENTWOOD DR,EAST WESLEY RD,81.82,63.10119,Very Good
ALSTON DR,ASHBURTON AVE,MORGAN PL,81.37,72.83008048,Very Good
ALSTON DR,SPENCE AVE,ALLENDALE DR,71.9,92.89969948,Very Good
ALSTON DR,OAKRIDGE AVE,ASHBURTON AVE,64.82,54.17496974,Fair
ALSTON DR,3RD ST,CARTER AVE,32.885,60.2602797,Poor
ALSTON DR,MORGAN PL,CANDLER RD,83.8,65.199,Very Good
ALSTON DR,DANIEL AVE,QUILLIAN AVE,59.75,57.50885337,Fair
ALSTON DR,2ND AVE,3RD ST,35.585,67.51962165,Marginal
ALSTON DR,ALLENDALE DR,OAKRIDGE AVE,72.2,97.12424849,Very Good
ALSTON DR SE,CARTER AVE,CLUB PL,89.1,69.84975,Very Good
ALSTON DR SE,GREEN AVE,DANIEL AVE,72.93,62.91416425,Good
ALSTON DR SE,LAKE DR,GREEN AVE,52.25,59.12186812,Marginal
ALSTON DR SE,CLUB PL,LAKE DR,89.1,69.84975,Very Good
ALTA AVE,HARALSON AVE,MORELAND AVE,52.73,56.59437053,Marginal
ALTA AVE,DEGRESS AVE,EUCLID AVE,67.175,76.35575659,Good
ALTA AVE,DEGRESS AVE,HARALSON AVE,52.73,56.59437053,Marginal
ALTA PL,SOUTH END,SARAH ST,72.8,61.18779301,Good
ALTA PL,SARAH ST,DONALD LEE HOLLOWELL PKWY,72.8,61.18779301,Good
ALTADENA PL,SOUTH ALVARADO TER,CASCADE AVE,71.4,70.53289501,Good
ALTAVIEW DR,CLEVELAND AVE,FAIRLANE DR,15.01,51.59343161,Very Poor
ALTAVIEW DR,SPRINGSIDE DR,FAIRLANE DR,32.775,55.82042175,Poor
ALTAVIEW DR,FAIRLANE DR,CLEVELAND AVE,15.01,51.59343161,Very Poor
ALTON RD,MANOR RIDGE DR,MANOR RIDGE DR,67.81,55.1714356,Fair
ALTON RD,WOODWARD WAY,PEACHTREE BATTLE AVE,73.3,64.56011307,Good
ALTOONA PL,SELLS AVE,SELLS AVE,51.3,41.06550784,Marginal
ALTOONA PL,SELLS AVE,NORTH END,87.9,77.92982438,Very Good
ALTOONA PL,LUCILE AVE,ENOTA PL,80.6,61.711,Good
ALTOONA PL,ENOTA PL,SELLS AVE,51.3,41.06550784,Marginal
ALVA ST,WESLEY AVE,EAST END,38.2,49.42304308,Poor
ALVARADO TER,WATERS DR,BEECHER ST,84.7,80.44927679,Very Good
ALVARADO TER,SOUTH GORDON ST,WATERS DR,80.47,61.5584775,Good
ALVIN DR,HOLLYWOOD RD,SIZEMORE AVE,50.89,77.78563315,Fair
ALVIN DR NW,SIZEMORE AVE NW,GUN CLUB RD NW,62.09,75.44421233,Good
ALYSON CT,EMBRY WAY,EMBRY WAY,67.495,54.38033943,Fair
AMAL DR,PRYOR RD,AMAL DR,28.52,46.91129102,Poor
AMAL DR,PRYOR RD,AMAL DR,71.9,83.62672672,Very Good
AMAL DR,GIBEN RD,PRYOR RD,83.0,82.7121633,Very Good
AMAL DR,GIBEN RD,GIBEN RD,72.9,69.02820114,Good
AMAL DR,BOND DR,GIBEN RD,72.9,69.02820114,Good
AMBER PL,ADKINS RD,AMBER RD,20.9,55.24458087,Poor
AMBER RD,AMBER PL,ALFRED RD,20.9,55.24458087,Poor
AMBER RD,ALFRED RD,EAST END,22.7,40.25699059,Very Poor
AMBER RD,FULTON INDUSTRIAL BLVD,AMBER PL,20.9,55.24458087,Poor
AMHURST DR,VANDERBILT CT,JONES RD,69.05,88.20932945,Very Good
AMHURST DR,HARWELL RD,JONES RD,71.995,69.00854688,Good
AMHURST DR,JONES RD,VANDERBILT CT,60.92,77.07412057,Good
AMI ST,LOVE ST,GEORGIA AVE,36.945,56.25061013,Poor
AMSTERDAM AVE,HIGHLAND TER,SAN ANTONIO DR,64.3,69.15326924,Good
AMSTERDAM AVE,KINGS CT,NORTH HIGHLAND AVE,63.91,62.76293681,Fair
AMSTERDAM AVE,HUMPHRIES ST,ROSEWOOD DR,52.5,39.68315876,Marginal
AMSTERDAM AVE,LANIER BLVD,EAST END,71.6,61.91257155,Good
AMSTERDAM AVE,ROSEWOOD DR,LANIER BLVD,83.995,67.309691,Very Good
AMSTERDAM AVE,MONROE DR,COURTENAY DR,47.82,55.4943267,Marginal
AMSTERDAM AVE,LANIER BLVD,LANIER BLVD,69.19,64.3505316,Good
AMSTERDAM AVE,COURTENAY DR,BROOKRIDGE DR,70.03,54.95896422,Good
AMSTERDAM AVE,SAN ANTONIO DR,KINGS CT,60.595,56.99298994,Fair
AMSTERDAM AVE,BROOKRIDGE DR,HIGHLAND TER,64.3,69.15326924,Good
AMSTERDAM AVE,EVELYN ST,MONROE DR,47.82,55.4943267,Marginal
AMSTERDAM AVE,NORTH HIGHLAND AVE,HUMPHRIES ST,77.095,65.30263828,Good
ANCHOR TER,SANDTOWN RD,AVON AVE,54.475,53.14802119,Marginal
ANDERSON AVE,VERBENA ST,CALLOWAY DR,78.2,58.759,Good
ANDERSON AVE,TREMONT DR,JOSEPH E BOONE BLVD,78.145,80.20734427,Very Good
ANDERSON AVE,TIGER FLOWERS DR,SPELLMAN ST,83.5,64.89375,Very Good
ANDERSON AVE,CALLOWAY DR,TIGER FLOWERS DR,62.21,44.76397902,Fair
ANDERSON AVE,SPELLMAN ST,TREMONT DR,36.8,73.48226649,Marginal
ANDERSON AVE NW,PENELOPE RD NW,I-20,77.02,57.20199,Good
ANDERSON AVE SW,I-20,MARTIN L KING JR DR NW,89.07,69.8273775,Very Good
ANDOVER DR,BROADLAND RD,NORTHSIDE DR,34.2,81.92994451,Marginal
ANDREW YOUNG INTERNA BLVD NW,MARIETTA ST NW,CENTENNIAL OLYMPIC P DR NW,78.08,58.60384,Good
ANDREW YOUNG INTERNATIONAL BLVD,CARNEGIE WAY,SPRING ST,13.975,64.0824519,Poor
ANDREW YOUNG INTERNATIONAL BLVD,WILLIAMS ST,CARNEGIE WAY,52.975,48.74758352,Marginal
ANDREW YOUNG INTERNATIONAL BLVD,PEACHTREE ST,PEACHTREE CENTER AVE,42.035,45.96797124,Poor
ANDREW YOUNG INTERNATIONAL BLVD,MARIETTA ST,CENTENNIAL OLYMPIC PARK DR,44.425,40.50274915,Poor
ANDREW YOUNG INTERNATIONAL BLVD,PEACHTREE CENTER AVE,COURTLAND ST,43.945,29.1336827,Poor
ANDREW YOUNG INTERNATIONAL BLVD,COURTLAND ST,PIEDMONT AVE,53.27,45.60915239,Marginal
ANDREW YOUNG INTERNATIONAL BLVD,PIEDMONT AVE,DOWNTOWN CONNECTOR,74.93,57.01564364,Good
ANDREW YOUNG INTERNATIONAL BLVD,PIEDMONT AVE,DOWNTOWN CONNECTOR,74.93,57.01564364,Good
ANDREW YOUNG INTERNATIONAL BLVD,SPRING ST,PEACHTREE ST,33.67,27.80087722,Poor
ANDREW YOUNG INTERNATIONAL BLVD,PIEDMONT AVE,DOWNTOWN CONNECTOR,74.93,57.01564364,Good
ANDREW YOUNG INTERNATIONAL BLVD,CENTENNIAL OLYMPIC PARK DR,WILLIAMS ST,58.895,34.11320065,Marginal
ANDREWS CT,ANDREWS CT,WEST PACES FERRY RD,63.9,44.81603037,Fair
ANDREWS CT,ANDREWS CT,ANDREWS CT,57.475,31.81802281,Marginal
ANDREWS DR,CHEROKEE RD,CHEROKEE RD,77.92,86.62597196,Very Good
ANDREWS DR,PACES FERRY PL,CAIN HILL PL,31.57,45.27041446,Poor
ANDREWS DR,HABERSHAM WAY,SLATON DR,74.16,53.13936,Good
ANDREWS DR,CAIN HILL PL,ROSWELL RD,49.885,46.82483564,Marginal
ANDREWS DR,CHEROKEE RD,CHEROKEE RD,75.84,70.34451996,Good
ANDREWS DR,AUSTELL WAY,CHATHAM RD,88.7,69.54775,Very Good
ANDREWS DR,ANDREWS DR,CHEROKEE RD,71.29,56.48221124,Good
ANDREWS DR,CHEROKEE RD,HABERSHAM WAY,77.45,79.78654712,Very Good
ANDREWS DR,SLATON DR,AUSTELL WAY,74.16,53.13936,Good
ANDREWS DR,CHATHAM RD,WEST PACES FERRY RD,37.345,55.88353063,Poor
ANDREWS DR,WEST PACES FERRY RD,PACES FERRY PL,39.185,51.11641115,Poor
ANDREWS DR NW,PACES FERRY RD NW,HABERSHAM RD NW,86.55,86.78593254,Excellent
ANDREWS ST,SCOTT ST,EASON ST,62.35,54.40228733,Fair
ANDREWS ST,HOLLY RD,CHILDS DR,30.7,50.2336107,Poor
ANDREWS ST,EDWARDS ST,CHAPPELL RD,31.64,33.39282976,Poor
ANDREWS ST,CHILDS DR,EDWARDS ST,31.4,27.52232728,Poor
ANDREWS ST,CHAPPELL RD,SCOTT ST,61.765,65.1003375,Fair
ANDREWS ST NW,BURBANK DR NW,EASON ST,61.95,43.23954631,Fair
ANGEL FALLS LN,DESOTO FALLS CT,NW END,67.42,57.5746312,Fair
ANGEL FALLS LN,CASCADE FALLS DR,DESOTO FALLS CT,67.42,57.5746312,Fair
ANGELO CT,ANGELO CT,ANGELO CT,97.9,89.09595,Excellent
ANGELO CT,CLUB TER,ANGELO CT,59.78,53.3808679,Fair
ANGELO CT,WEST END,ANGELO DR,98.3,89.40755,Excellent
ANGELO CT,ANGELO DR,CLUB TER,96.9,88.02995,Excellent
ANGELO CT,WEST END,ANGELO DR,98.3,89.40755,Excellent
ANGELO CT,CLUB TER,ANGELO CT,59.78,53.3808679,Fair
ANGELO CT,ANGELO DR,CLUB TER,96.9,88.02995,Excellent
ANGELO DR,CLUB CIR,ANGELO CT,95.2,85.2768,Excellent
ANGELO DR,CLUB VALLEY DR,CLUB CIR,50.75,60.22284911,Marginal
ANGIER AVE,PARKWAY DR,LATTA ST,72.48,61.0293797,Good
ANGIER AVE,LATTA ST,BOULEVARD,35.6,48.13965896,Poor
ANGIER AVE,ARNOLD ST,GLEN IRIS DR,60.76,59.97500995,Fair
ANGIER AVE,ANGIER PL,ARNOLD ST,64.495,54.63366067,Fair
ANGIER AVE,ANGIER CT,PARKWAY DR,72.48,61.0293797,Good
ANGIER AVE,CENTRAL PARK PL,LINDEN AVE,71.64,72.27948228,Good
ANGIER AVE,LINDEN AVE,FELTON DR,78.82,59.54919,Good
ANGIER AVE,BOULEVARD,ANGIER PL,72.5,87.82544297,Very Good
ANGIER AVE,GLEN IRIS DR,ANGIER AVE,90.33,80.95606877,Excellent
ANGIER AVE NE,DALLAS ST,NORTH AVE NE,71.0,48.175,Fair
ANGIER PL,WABASH AVE,ANGIER AVE,63.65,89.56384319,Good
ANGIER SPRINGS RD,SOMERSET TER,BONAVENTURE AVE,11.375,32.8839018,Very Poor
ANGIER SPRINGS RD,SW END,SOMERSET TER,71.0,48.175,Fair
ANIWAKA AVE,SANDTOWN RD,WICHITA DR,23.51,69.8298048,Poor
ANJACO RD,28TH ST,COLLIER RD,65.8,63.36718933,Fair
ANNE ST,HANNAH ST,LAKEWOOD AVE,53.27,91.5827646,Good
ANNE ST,ANNE ST,DUNSEATH AVE,75.3,66.1532961,Good
ANNE ST,JONESBORO RD,HANNAH ST,73.7,58.90780017,Good
ANNELAINE DR,BOBOLINK CIR,BENJAMIN MAYS DR,84.3,80.56131289,Very Good
ANNELAINE DR,LYNFIELD DR,BOBOLINK CIR,40.43,71.6166917,Marginal
ANNIE ST,MARIETTA RD,CARROLL DR,60.66,36.34628122,Marginal
